physical time,Temperature Supply,Target T ,Outdoor T ,Monitoring Points T1,Monitoring Points T2,Monitoring Points T3,Monitoring Points T4
2021/11/15 0:00,37.35,37,5,21.49,21.73,22.55,22.56
2021/11/15 0:10,36.91,37.6,4,21.49,21.66,22.55,22.56
2021/11/15 0:20,37.94,37.6,4,21.3,21.66,22.59,22.56
2021/11/15 0:30,37.65,37.6,4,21.3,21.66,22.59,22.53
2021/11/15 0:40,37.21,37.6,4,21.3,21.63,22.59,22.53
2021/11/15 0:50,37.5,37.6,4,21.33,21.63,22.59,22.53
2021/11/15 1:00,38.51,37.6,4,21.33,21.63,22.59,22.49
2021/11/15 1:10,36.91,37,5,21.33,21.72,22.59,22.49
2021/11/15 1:20,37.21,37,5,21.24,21.72,22.62,22.49
2021/11/15 1:30,37.06,37,5,21.24,21.72,22.62,22.49
2021/11/15 1:40,36.96,37.6,4,21.24,21.65,22.62,22.49
2021/11/15 1:50,37.94,37.6,4,21.24,21.65,22.62,22.49
2021/11/15 2:00,37.79,37.6,4,21.24,21.65,22.62,22.48
2021/11/15 2:10,37.79,38.2,3,21.24,21.65,22.62,22.48
2021/11/15 2:20,38.09,38.2,3,21.31,21.65,22.69,22.48
2021/11/15 2:30,38.09,38.2,3,21.31,21.65,22.69,22.49
2021/11/15 2:40,38.24,38.2,3,21.31,21.66,22.69,22.49
2021/11/15 2:50,38.38,38.2,3,21.41,21.66,22.65,22.49
2021/11/15 3:00,38.38,38.2,3,21.41,21.66,22.65,22.49
2021/11/15 3:10,38.38,38.2,3,21.41,21.63,22.65,22.49
2021/11/15 3:20,38.38,38.2,3,21.44,21.63,22.67,22.49
2021/11/15 3:30,38.38,38.2,3,21.44,21.63,22.67,22.48
2021/11/15 3:40,38.24,38.2,3,21.44,21.63,22.67,22.48
2021/11/15 3:50,38.23,38.2,3,21.44,21.63,22.72,22.48
2021/11/15 4:00,38.53,39.2,3,21.44,21.63,22.72,22.46
2021/11/15 4:10,38.53,39.2,3,21.44,21.61,22.72,22.46
2021/11/15 4:20,38.53,39.2,3,21.44,21.61,22.74,22.46
2021/11/15 4:30,38.53,40.2,3,21.44,21.61,22.74,22.46
2021/11/15 4:40,38.53,40.2,3,21.44,21.63,22.74,22.46
2021/11/15 4:50,38.55,40.2,3,21.41,21.63,22.75,22.46
2021/11/15 5:00,38.68,40.2,3,21.41,21.63,22.75,22.43
2021/11/15 5:10,38.68,40.2,3,21.41,21.65,22.75,22.43
2021/11/15 5:20,38.68,40.2,3,21.38,21.65,22.79,22.43
2021/11/15 5:30,38.68,40.2,3,21.38,21.65,22.79,22.43
2021/11/15 5:40,38.68,40.2,3,21.38,21.63,22.79,22.43
2021/11/15 5:50,38.68,40.2,3,21.45,21.63,22.79,22.43
2021/11/15 6:00,38.68,40.2,3,21.45,21.63,22.79,22.45
2021/11/15 6:10,38.68,40.2,3,21.45,21.65,22.79,22.45
2021/11/15 6:20,38.68,40.2,3,21.38,21.65,22.75,22.45
2021/11/15 6:30,38.68,40.2,3,21.38,21.65,22.75,22.45
2021/11/15 6:40,38.68,40.2,3,21.38,21.58,22.75,22.45
2021/11/15 6:50,38.68,40.2,3,21.54,21.58,22.82,22.45
2021/11/15 7:00,38.97,40.2,3,21.54,21.58,22.82,22.41
2021/11/15 7:10,39.41,40.2,3,21.54,21.52,22.82,22.41
2021/11/15 7:20,40,40.2,3,21.58,21.52,22.82,22.41
2021/11/15 7:30,40.15,40.2,3,21.58,21.52,22.82,22.39
2021/11/15 7:40,40.29,40.8,2,21.58,20.94,22.82,22.39
2021/11/15 7:50,40.59,40.8,2,21.49,20.94,22.67,22.39
2021/11/15 8:00,40,39.8,2,21.49,20.94,22.67,22.39
2021/11/15 8:10,39.56,39.8,2,21.49,20.9,22.67,22.39
2021/11/15 8:20,41.18,39.8,2,21.51,20.9,22.52,22.39
2021/11/15 8:30,38.82,39.8,2,21.51,20.9,22.52,22.38
2021/11/15 8:40,40.99,39.8,2,21.51,21.27,22.52,22.38
2021/11/15 8:50,39.56,39.8,2,21.48,21.27,22.38,22.38
2021/11/15 9:00,40,39.8,2,21.48,21.27,22.38,21.37
2021/11/15 9:10,40.44,39.2,3,21.48,21.27,22.38,21.37
2021/11/15 9:20,39.85,39.2,3,21.44,21.27,22.34,21.37
2021/11/15 9:30,39.71,39.2,3,21.44,21.27,22.34,21.1
2021/11/15 9:40,39.66,39.2,3,21.44,21.21,22.34,21.1
2021/11/15 9:50,39.56,39.2,3,21.51,21.21,22.03,21.1
2021/11/15 10:00,39.49,39.2,3,21.51,21.21,22.03,21.19
2021/11/15 10:10,39.41,38,5,21.51,21.38,22.03,21.19
2021/11/15 10:20,39.56,38,5,21.49,21.38,22.15,21.19
2021/11/15 10:30,39.52,38,5,21.49,21.38,22.15,21.97
2021/11/15 10:40,39.41,37.4,6,21.49,21.41,22.15,21.97
2021/11/15 10:50,39.41,37.4,6,21.54,21.41,21.83,21.97
2021/11/15 11:00,39.41,37.4,6,21.54,21.41,21.83,22.28
2021/11/15 11:10,39.41,36.8,7,21.54,21.44,21.83,22.28
2021/11/15 11:20,39.41,36.8,7,21.54,21.44,21.89,22.28
2021/11/15 11:30,39.41,36.8,7,21.54,21.44,21.89,22.38
2021/11/15 11:40,39.41,36.2,8,21.54,21.45,21.89,22.38
2021/11/15 11:50,39.41,36.2,8,21.56,21.45,21.81,22.38
2021/11/15 12:00,39.41,36.2,8,21.56,21.45,21.81,22.43
2021/11/15 12:10,39.41,36.2,8,21.56,21.07,21.81,22.43
2021/11/15 12:20,39.41,36.2,8,21.65,21.07,21.69,22.43
2021/11/15 12:30,39.41,36.2,8,21.65,21.07,21.69,22.08
2021/11/15 12:40,39.41,34.9,9,21.65,20.86,21.69,22.08
2021/11/15 12:50,39.41,34.9,9,21.62,20.86,21.87,22.08
2021/11/15 13:00,39.41,34.9,9,21.62,20.86,21.87,22.12
2021/11/15 13:10,39.41,34.9,9,21.62,21.07,21.87,22.12
2021/11/15 13:20,39.56,34.9,9,21.64,21.07,21.99,22.12
2021/11/15 13:30,39.41,34.9,9,21.64,21.07,21.99,22.04
2021/11/15 13:40,39.41,33.6,10,21.64,21.2,21.99,22.04
2021/11/15 13:50,39.55,33.6,10,21.74,21.2,21.97,22.04
2021/11/15 14:00,39.56,33.6,10,21.74,21.2,21.97,21.87
2021/11/15 14:10,39.49,33.6,10,21.74,21.28,21.97,21.87
2021/11/15 14:20,39.42,33.6,10,21.66,21.28,21.93,21.87
2021/11/15 14:30,39.41,33.6,10,21.66,21.28,21.93,21.95
2021/11/15 14:40,39.41,33.6,10,21.66,21.27,21.93,21.95
2021/11/15 14:50,39.12,33.6,10,21.71,21.27,21.87,21.95
2021/11/15 15:00,38.97,33.6,10,21.71,21.27,21.87,22.22
2021/11/15 15:10,38.82,32.3,11,21.71,21.27,21.87,22.22
2021/11/15 15:20,38.82,32.3,11,21.65,21.27,21.94,22.22
2021/11/15 15:30,38.82,32.3,11,21.65,21.27,21.94,22.38
2021/11/15 15:40,38.82,32.3,11,21.65,21.28,21.94,22.38
2021/11/15 15:50,38.7,32.3,11,21.64,21.28,22.01,22.38
2021/11/15 16:00,38.68,32.3,11,21.64,21.28,22.01,22.39
2021/11/15 16:10,38.68,31,12,21.64,21.31,22.01,22.39
2021/11/15 16:20,38.68,31,12,21.71,21.31,22.01,22.39
2021/11/15 16:30,38.68,32,12,21.71,21.31,22.01,22.39
2021/11/15 16:40,38.56,33.3,11,21.71,21.27,22.01,22.39
2021/11/15 16:50,38.57,33.3,11,21.66,21.27,22.04,22.39
2021/11/15 17:00,38.63,33.3,11,21.66,21.27,22.04,21.68
2021/11/15 17:10,38.65,33.3,11,21.66,21.31,22.04,21.68
2021/11/15 17:20,38.53,33.3,11,21.66,21.31,21.93,21.68
2021/11/15 17:30,38.68,33.3,11,21.66,21.31,21.93,21.22
2021/11/15 17:40,38.53,34.6,10,21.66,21.31,21.93,21.22
2021/11/15 17:50,38.6,34.6,10,21.69,21.31,22.01,21.22
2021/11/15 18:00,38.53,34.6,10,21.69,21.31,22.01,21.41
2021/11/15 18:10,38.53,35.9,9,21.69,21.3,22.01,21.41
2021/11/15 18:20,38.53,35.9,9,21.75,21.3,22.17,21.41
2021/11/15 18:30,38.38,35.9,9,21.75,21.3,22.17,21.53
2021/11/15 18:40,38.53,37.2,8,21.75,21.05,22.17,21.53
2021/11/15 18:50,38.53,37.2,8,21.74,21.05,22.08,21.53
2021/11/15 19:00,38.53,37.2,8,21.74,21.05,22.08,21.58
2021/11/15 19:10,38.53,37.8,7,21.74,21.4,22.08,21.58
2021/11/15 19:20,38.53,37.8,7,21.74,21.4,21.97,21.58
2021/11/15 19:30,38.53,37.8,7,21.74,21.4,21.97,22.29
2021/11/15 19:40,38.53,38.4,6,21.74,21.58,21.97,22.29
2021/11/15 19:50,38.09,38.4,6,21.81,21.58,21.86,22.29
2021/11/15 20:00,39.12,38.4,6,21.81,21.58,21.86,22.41
2021/11/15 20:10,38.82,39,5,21.81,21.45,21.86,22.41
2021/11/15 20:20,40.29,39,5,21.78,21.45,21.86,22.41
2021/11/15 20:30,37.94,39,5,21.78,21.45,21.86,22.43
2021/11/15 20:40,40.15,39.6,4,21.78,21.62,21.86,22.43
2021/11/15 20:50,40.14,39.6,4,21.79,21.62,22.4,22.43
2021/11/15 21:00,39.28,39.6,4,21.79,21.62,22.4,22.36
2021/11/15 21:10,39.41,39.6,4,21.79,21.58,22.4,22.36
2021/11/15 21:20,41.03,39.6,4,21.76,21.58,21.93,22.36
2021/11/15 21:30,38.68,39.6,4,21.76,21.58,21.93,22.35
2021/11/15 21:40,41.03,40.2,3,21.76,21.62,21.93,22.35
2021/11/15 21:50,40.44,40.2,3,21.91,21.62,21.84,22.35
2021/11/15 22:00,40.29,40.2,3,21.91,21.62,21.84,22.36
2021/11/15 22:10,40.29,40.2,3,21.91,21.75,21.84,22.36
2021/11/15 22:20,40.15,40.2,3,21.99,21.75,21.8,22.36
2021/11/15 22:30,40.74,40.2,3,21.99,21.75,21.8,22.41
2021/11/15 22:40,39.53,40.2,3,21.99,21.66,21.8,22.41
2021/11/15 22:50,40.88,40.2,3,21.75,21.66,21.8,22.41
2021/11/15 23:00,39.85,39.2,3,21.75,21.66,21.8,22.41
2021/11/15 23:10,39.71,39.2,3,21.75,21.58,21.8,22.41
2021/11/15 23:20,39.56,39.2,3,21.62,21.58,22.07,22.41
2021/11/15 23:30,39.41,38.2,3,21.62,21.58,22.07,22.38
2021/11/15 23:40,39.41,38.2,3,21.62,21.61,22.07,22.38
2021/11/15 23:50,39.26,38.2,3,21.47,21.61,22.18,22.38
2021/11/16 0:00,39.24,38.2,3,21.47,21.61,22.18,22.42
2021/11/16 0:10,39.12,38.2,3,21.47,21.68,22.18,22.42
2021/11/16 0:20,38.84,38.2,3,21.45,21.68,22.27,22.42
2021/11/16 0:30,38.82,38.2,3,21.45,21.68,22.27,22.42
2021/11/16 0:40,38.82,38.2,3,21.45,21.59,22.27,22.42
2021/11/16 0:50,38.82,38.2,3,21.27,21.59,22.33,22.42
2021/11/16 1:00,38.82,38.2,3,21.27,21.59,22.33,22.42
2021/11/16 1:10,38.82,38.2,3,21.27,21.66,22.33,22.42
2021/11/16 1:20,38.68,38.2,3,21.21,21.66,22.4,22.42
2021/11/16 1:30,38.69,38.2,3,21.21,21.66,22.4,22.43
2021/11/16 1:40,38.68,38.2,3,21.21,21.65,22.4,22.43
2021/11/16 1:50,38.68,38.2,3,21.08,21.65,22.43,22.43
2021/11/16 2:00,38.68,38.2,3,21.08,21.65,22.43,22.42
2021/11/16 2:10,38.68,38.8,2,21.08,21.61,22.43,22.42
2021/11/16 2:20,38.09,38.8,2,21.04,21.61,22.44,22.42
2021/11/16 2:30,39.56,38.8,2,21.04,21.61,22.44,22.32
2021/11/16 2:40,38.68,38.8,2,21.04,21.63,22.44,22.32
2021/11/16 2:50,38.98,38.8,2,20.98,21.63,22.5,22.32
2021/11/16 3:00,38.78,38.8,2,20.98,21.63,22.5,22.45
2021/11/16 3:10,39.26,38.8,2,20.98,21.58,22.5,22.45
2021/11/16 3:20,38.82,38.8,2,20.93,21.58,22.58,22.45
2021/11/16 3:30,38.91,38.8,2,20.93,21.58,22.58,22.38
2021/11/16 3:40,38.68,38.8,2,20.93,21.63,22.58,22.38
2021/11/16 3:50,37.94,38.8,2,20.91,21.63,22.58,22.38
2021/11/16 4:00,39.7,39.8,2,20.91,21.63,22.58,22.41
2021/11/16 4:10,39.85,39.8,2,20.91,21.61,22.58,22.41
2021/11/16 4:20,40,39.8,2,20.91,21.61,22.59,22.41
2021/11/16 4:30,40.29,40.8,2,20.91,21.61,22.59,22.35
2021/11/16 4:40,40.44,41.4,1,20.91,21.58,22.59,22.35
2021/11/16 4:50,40.59,41.4,1,20.79,21.58,22.67,22.35
2021/11/16 5:00,40.74,41.4,1,20.79,21.58,22.67,22.31
2021/11/16 5:10,40.88,41.4,1,20.79,21.58,22.67,22.31
2021/11/16 5:20,40.93,41.4,1,20.76,21.58,22.67,22.31
2021/11/16 5:30,41.03,41.4,1,20.76,21.58,22.67,22.35
2021/11/16 5:40,41.03,41.4,1,20.76,21.58,22.67,22.35
2021/11/16 5:50,41.03,41.4,1,20.57,21.58,22.69,22.35
2021/11/16 6:00,41.03,41.4,1,20.57,21.58,22.69,22.38
2021/11/16 6:10,41.15,41.4,1,20.57,21.58,22.69,22.38
2021/11/16 6:20,41.18,41.4,1,20.59,21.58,22.71,22.38
2021/11/16 6:30,41.18,41.4,1,20.59,21.58,22.71,22.35
2021/11/16 6:40,41.18,41.4,1,20.59,21.51,22.71,22.35
2021/11/16 6:50,41.18,41.4,1,20.55,21.51,22.81,22.35
2021/11/16 7:00,41.27,41.4,1,20.55,21.51,22.81,22.41
2021/11/16 7:10,41.32,42,0,20.55,20.91,22.81,22.41
2021/11/16 7:20,41.6,42,0,20.52,20.91,22.44,22.41
2021/11/16 7:30,41.48,42,0,20.52,20.91,22.44,22.36
2021/11/16 7:40,41.62,42,0,20.52,20.53,22.44,22.36
2021/11/16 7:50,41.62,42,0,20.89,20.53,22.5,22.36
2021/11/16 8:00,41.62,41,0,20.89,20.53,22.5,22.36
2021/11/16 8:10,40.88,41,0,20.89,20.81,22.5,22.36
2021/11/16 8:20,40,41,0,21.04,20.81,22.67,22.36
2021/11/16 8:30,42.06,41,0,21.04,20.81,22.67,22.36
2021/11/16 8:40,40.56,41,0,21.04,21.24,22.67,22.36
2021/11/16 8:50,40.29,41,0,21.1,21.24,22.9,22.36
2021/11/16 9:00,40.74,41,0,21.1,21.24,22.9,21.3
2021/11/16 9:10,40.59,40.4,1,21.1,21.35,22.9,21.3
2021/11/16 9:20,40.44,40.4,1,21.17,21.35,22.52,21.3
2021/11/16 9:30,40.33,40.4,1,21.17,21.35,22.52,20.71
2021/11/16 9:40,40.29,40.4,1,21.17,21.4,22.52,20.71
2021/11/16 9:50,40.29,40.4,1,21.24,21.4,22.43,20.71
2021/11/16 10:00,40.29,40.4,1,21.24,21.4,22.43,21.27
2021/11/16 10:10,40.29,39.2,3,21.24,21.35,22.43,21.27
2021/11/16 10:20,39.12,39.2,3,21.2,21.35,22.44,21.27
2021/11/16 10:30,39.12,39.2,3,21.2,21.35,22.44,21.62
2021/11/16 10:40,39.42,38.6,4,21.2,21.41,22.44,21.62
2021/11/16 10:50,38.82,38.6,4,21.41,21.41,22.48,21.62
2021/11/16 11:00,38.53,38.6,4,21.41,21.41,22.48,21.64
2021/11/16 11:10,38.53,38,5,21.41,21.3,22.48,21.64
2021/11/16 11:20,38.09,38,5,21.45,21.3,22.54,21.64
2021/11/16 11:30,37.94,38,5,21.45,21.3,22.54,21.58
2021/11/16 11:40,38.09,37.4,6,21.45,21.27,22.54,21.58
2021/11/16 11:50,37.79,37.4,6,21.54,21.27,22.57,21.58
2021/11/16 12:00,37.69,37.4,6,21.54,21.27,22.57,21.73
2021/11/16 12:10,37.52,36.2,8,21.54,21.31,22.57,21.73
2021/11/16 12:20,37.5,36.2,8,21.4,21.31,22.64,21.73
2021/11/16 12:30,37.35,36.2,8,21.4,21.31,22.64,21.62
2021/11/16 12:40,37.35,34.9,9,21.4,21.28,22.64,21.62
2021/11/16 12:50,37.35,34.9,9,21.41,21.28,22.71,21.62
2021/11/16 13:00,37.34,34.9,9,21.41,21.28,22.71,21.74
2021/11/16 13:10,37.21,33.6,10,21.41,20.95,22.71,21.74
2021/11/16 13:20,37.23,33.6,10,21.31,20.95,22.67,21.74
2021/11/16 13:30,37.21,33.6,10,21.31,20.95,22.67,21.74
2021/11/16 13:40,37.21,33.6,10,21.31,20.97,22.67,21.74
2021/11/16 13:50,37.21,33.6,10,21.25,20.97,22.58,21.74
2021/11/16 14:00,37.21,33.6,10,21.25,20.97,22.58,21.82
2021/11/16 14:10,37.21,32.3,11,21.25,21.15,22.58,21.82
2021/11/16 14:20,37.21,32.3,11,21.37,21.15,22.61,21.82
2021/11/16 14:30,37.21,32.3,11,21.37,21.15,22.61,22.36
2021/11/16 14:40,37.21,32.3,11,21.37,21.25,22.61,22.36
2021/11/16 14:50,37.21,32.3,11,21.27,21.25,22.61,22.36
2021/11/16 15:00,37.21,32.3,11,21.27,21.25,22.61,22.38
2021/11/16 15:10,37.21,32.3,11,21.27,21.18,22.61,22.38
2021/11/16 15:20,37.21,32.3,11,21.42,21.18,22.65,22.38
2021/11/16 15:30,37.21,32.3,11,21.42,21.18,22.65,22.15
2021/11/16 15:40,37.21,32.3,11,21.42,21.2,22.65,22.15
2021/11/16 15:50,37.21,32.3,11,21.78,21.2,22.47,22.15
2021/11/16 16:00,37.21,32.3,11,21.78,21.2,22.47,22.09
2021/11/16 16:10,37.21,32.3,11,21.78,21.22,22.47,22.09
2021/11/16 16:20,37.21,32.3,11,22.06,21.22,22.5,22.09
2021/11/16 16:30,37.06,33.3,11,22.06,21.22,22.5,22.08
2021/11/16 16:40,37.21,33.3,11,22.06,21.21,22.5,22.08
2021/11/16 16:50,37.21,33.3,11,21.76,21.21,22.57,22.08
2021/11/16 17:00,37.2,33.3,11,21.76,21.21,22.57,21.81
2021/11/16 17:10,37.06,33.3,11,21.76,21.3,22.57,21.81
2021/11/16 17:20,37.1,33.3,11,21.55,21.3,22.36,21.81
2021/11/16 17:30,37.06,33.3,11,21.55,21.3,22.36,21.47
2021/11/16 17:40,37.2,34.6,10,21.55,21.3,22.36,21.47
2021/11/16 17:50,37.06,34.6,10,21.92,21.3,22.5,21.47
2021/11/16 18:00,37.06,34.6,10,21.92,21.3,22.5,21.84
2021/11/16 18:10,37.06,34.6,10,21.92,21.3,22.5,21.84
2021/11/16 18:20,37.2,34.6,10,22.03,21.3,22.55,21.84
2021/11/16 18:30,37.06,34.6,10,22.03,21.3,22.55,22.21
2021/11/16 18:40,37.06,35.9,9,22.03,20.95,22.55,22.21
2021/11/16 18:50,37.06,35.9,9,22.13,20.95,22.55,22.21
2021/11/16 19:00,37.06,35.9,9,22.13,20.95,22.55,22.5
2021/11/16 19:10,37.05,37.2,8,22.13,21.34,22.55,22.5
2021/11/16 19:20,37.79,37.2,8,22.13,21.34,22.44,22.5
2021/11/16 19:30,37.35,37.2,8,22.13,21.34,22.44,22.46
2021/11/16 19:40,37.5,37.8,7,22.13,21.45,22.44,22.46
2021/11/16 19:50,37.79,37.8,7,22.15,21.45,22.33,22.46
2021/11/16 20:00,37.94,37.8,7,22.15,21.45,22.33,22.49
2021/11/16 20:10,37.94,38.4,6,22.15,21.51,22.33,22.49
2021/11/16 20:20,38.53,38.4,6,22.19,21.51,22.23,22.49
2021/11/16 20:30,38.6,38.4,6,22.19,21.51,22.23,22.46
2021/11/16 20:40,37.35,39,5,22.19,21.58,22.23,22.46
2021/11/16 20:50,38.82,39,5,22.19,21.58,22.17,22.46
2021/11/16 21:00,38.83,39,5,22.19,21.58,22.17,22.5
2021/11/16 21:10,39.12,39.6,4,22.19,21.66,22.17,22.5
2021/11/16 21:20,39.26,39.6,4,22.21,21.66,22.1,22.5
2021/11/16 21:30,39.27,39.6,4,22.21,21.66,22.1,22.5
2021/11/16 21:40,39.41,39.6,4,22.21,21.66,22.1,22.5
2021/11/16 21:50,39.41,39.6,4,22.2,21.66,22.17,22.5
2021/11/16 22:00,39.56,39.6,4,22.2,21.66,22.17,22.55
2021/11/16 22:10,39.56,40.2,3,22.2,21.68,22.17,22.55
2021/11/16 22:20,39.56,40.2,3,22.2,21.68,22.75,22.55
2021/11/16 22:30,39.56,40.2,3,22.2,21.68,22.75,22.6
2021/11/16 22:40,39.56,40.2,3,22.2,21.73,22.75,22.6
2021/11/16 22:50,39.56,40.2,3,22.13,21.73,22.18,22.6
2021/11/16 23:00,39.67,39.2,3,22.13,21.73,22.18,22.62
2021/11/16 23:10,39.26,39.2,3,22.13,21.58,22.18,22.62
2021/11/16 23:20,39.79,39.2,3,22.19,21.58,22.08,22.62
2021/11/16 23:30,38.68,38.2,3,22.19,21.58,22.08,23.15
2021/11/16 23:40,38.54,38.2,3,22.19,21.59,22.08,23.15
2021/11/16 23:50,38.09,38.2,3,22.16,21.59,22.18,23.15
2021/11/17 0:00,38.09,38.2,3,22.16,21.59,22.18,22.67
2021/11/17 0:10,37.94,38.2,3,22.16,21.55,22.18,22.67
2021/11/17 0:20,38.38,38.2,3,22.1,21.55,22.37,22.67
2021/11/17 0:30,38.24,38.2,3,22.1,21.55,22.37,22.59
2021/11/17 0:40,38.03,38.2,3,22.1,21.56,22.37,22.59
2021/11/17 0:50,38.97,38.2,3,22.12,21.56,22.44,22.59
2021/11/17 1:00,37.65,38.2,3,22.12,21.56,22.44,22.58
2021/11/17 1:10,38.22,38.2,3,22.12,21.49,22.44,22.58
2021/11/17 1:20,39.12,38.2,3,22.12,21.49,22.48,22.58
2021/11/17 1:30,37.35,38.2,3,22.12,21.49,22.48,22.52
2021/11/17 1:40,38.53,38.2,3,22.12,21.52,22.48,22.52
2021/11/17 1:50,38.68,38.2,3,22.09,21.52,22.5,22.52
2021/11/17 2:00,37.79,38.2,3,22.09,21.52,22.5,22.53
2021/11/17 2:10,38.82,38.2,3,22.09,21.49,22.5,22.53
2021/11/17 2:20,38.09,38.2,3,22.07,21.49,22.57,22.53
2021/11/17 2:30,37.79,38.2,3,22.07,21.49,22.57,22.52
2021/11/17 2:40,39.26,38.2,3,22.07,21.49,22.57,22.52
2021/11/17 2:50,37.5,38.2,3,22.05,21.49,22.62,22.52
2021/11/17 3:00,38.68,38.2,3,22.05,21.49,22.62,23.09
2021/11/17 3:10,38.09,38.2,3,22.05,21.49,22.62,23.09
2021/11/17 3:20,38.09,38.2,3,22.09,21.49,22.67,23.09
2021/11/17 3:30,38.53,38.2,3,22.09,21.49,22.67,22.55
2021/11/17 3:40,37.94,38.2,3,22.09,21.48,22.67,22.55
2021/11/17 3:50,38.24,38.2,3,22.1,21.48,22.69,22.55
2021/11/17 4:00,38.68,39.2,3,22.1,21.48,22.69,22.48
2021/11/17 4:10,38.82,39.2,3,22.1,21.4,22.69,22.48
2021/11/17 4:20,38.97,39.2,3,22.05,21.4,22.74,22.48
2021/11/17 4:30,39.12,40.2,3,22.05,21.4,22.74,22.5
2021/11/17 4:40,39.24,40.2,3,22.05,21.45,22.74,22.5
2021/11/17 4:50,39.26,40.2,3,22.61,21.45,22.72,22.5
2021/11/17 5:00,39.38,40.2,3,22.61,21.45,22.72,22.49
2021/11/17 5:10,39.41,40.2,3,22.61,21.42,22.72,22.49
2021/11/17 5:20,39.56,40.2,3,22.07,21.42,22.72,22.49
2021/11/17 5:30,39.71,40.2,3,22.07,21.42,22.72,22.46
2021/11/17 5:40,39.85,40.8,2,22.07,21.38,22.72,22.46
2021/11/17 5:50,39.97,40.8,2,21.96,21.38,22.71,22.46
2021/11/17 6:00,40,40.8,2,21.96,21.38,22.71,22.55
2021/11/17 6:10,40,40.2,3,21.96,21.42,22.71,22.55
2021/11/17 6:20,40.13,40.2,3,21.96,21.42,22.81,22.55
2021/11/17 6:30,40,40.2,3,21.96,21.42,22.81,22.5
2021/11/17 6:40,40.15,40.2,3,21.96,21.4,22.81,22.5
2021/11/17 6:50,40.15,40.2,3,21.93,21.4,22.81,22.5
2021/11/17 7:00,40.15,40.2,3,21.93,21.4,22.81,22.46
2021/11/17 7:10,40.15,40.8,2,21.93,21.42,22.81,22.46
2021/11/17 7:20,40.15,40.8,2,21.92,21.42,22.61,22.46
2021/11/17 7:30,40.15,40.8,2,21.92,21.42,22.61,22.5
2021/11/17 7:40,40.15,40.8,2,21.92,21.38,22.61,22.5
2021/11/17 7:50,40.15,40.8,2,21.93,21.38,22.67,22.5
2021/11/17 8:00,40.15,39.8,2,21.93,21.38,22.67,22.48
2021/11/17 8:10,39.58,39.8,2,21.93,20.76,22.67,22.48
2021/11/17 8:20,39.85,39.8,2,21.95,20.76,22.75,22.48
2021/11/17 8:30,39.71,39.8,2,21.95,20.76,22.75,22.42
2021/11/17 8:40,39.71,39.8,2,21.95,20.59,22.75,22.42
2021/11/17 8:50,39.93,39.8,2,21.96,20.59,22.72,22.42
2021/11/17 9:00,40,39.8,2,21.96,20.59,22.72,22.52
2021/11/17 9:10,40,39.8,2,21.96,20.05,22.72,22.52
2021/11/17 9:20,40,39.8,2,22.03,20.05,22.67,22.52
2021/11/17 9:30,40,39.8,2,22.03,20.05,22.67,21.5
2021/11/17 9:40,40,39.2,3,22.03,20.73,22.67,21.5
2021/11/17 9:50,39.41,39.2,3,22,20.73,22.46,21.5
2021/11/17 10:00,38.99,39.2,3,22,20.73,22.46,21.17
2021/11/17 10:10,39.15,38.6,4,22,21.04,22.46,21.17
2021/11/17 10:20,38.09,38.6,4,22.05,21.04,22.65,21.17
2021/11/17 10:30,38.26,38.6,4,22.05,21.04,22.65,21.39
2021/11/17 10:40,39.96,38.6,4,22.05,21.12,22.65,21.39
2021/11/17 10:50,38.68,38.6,4,22.06,21.12,22.69,21.39
2021/11/17 11:00,37.94,38.6,4,22.06,21.12,22.69,21.77
2021/11/17 11:10,39.56,37.4,6,22.06,21.17,22.69,21.77
2021/11/17 11:20,38.24,37.4,6,22.09,21.17,22.84,21.77
2021/11/17 11:30,38.13,37.4,6,22.09,21.17,22.84,21.9
2021/11/17 11:40,38.09,36.8,7,22.09,21.2,22.84,21.9
2021/11/17 11:50,37.94,36.8,7,22.05,21.2,22.99,21.9
2021/11/17 12:00,37.94,36.8,7,22.05,21.2,22.99,21.78
2021/11/17 12:10,37.79,36.2,8,22.05,21.2,22.99,21.78
2021/11/17 12:20,37.79,36.2,8,22.07,21.2,23.02,21.78
2021/11/17 12:30,37.79,36.2,8,22.07,21.2,23.02,21.74
2021/11/17 12:40,37.56,34.9,9,22.07,21.2,23.02,21.74
2021/11/17 12:50,37.5,34.9,9,22.09,21.2,23.02,21.74
2021/11/17 13:00,37.64,34.9,9,22.09,21.2,23.02,21.76
2021/11/17 13:10,37.5,33.6,10,22.09,21.18,23.02,21.76
2021/11/17 13:20,37.5,33.6,10,22.1,21.18,23.01,21.76
2021/11/17 13:30,37.37,33.6,10,22.1,21.18,23.01,21.87
2021/11/17 13:40,37.5,33.6,10,22.1,21.2,23.01,21.87
2021/11/17 13:50,37.42,33.6,10,22.16,21.2,23.01,21.87
2021/11/17 14:00,37.35,33.6,10,22.16,21.2,23.01,21.85
2021/11/17 14:10,37.38,32.3,11,22.16,21.24,23.01,21.85
2021/11/17 14:20,37.5,32.3,11,22.33,21.24,22.99,21.85
2021/11/17 14:30,37.35,32.3,11,22.33,21.24,22.99,21.88
2021/11/17 14:40,37.5,31,12,22.33,21.28,22.99,21.88
2021/11/17 14:50,37.35,31,12,22.34,21.28,23.03,21.88
2021/11/17 15:00,37.47,31,12,22.34,21.28,23.03,22.43
