"Physical Time: Physical Time (s)","Inlet1RH Monitor: Surface Average of RH","Inlet1T Monitor: Surface Average of Temperature (C)","RH1 Monitor: Sum of RH","RH10 Monitor: Sum of RH","RH2 Monitor: Sum of RH","RH3 Monitor: Sum of RH","RH4 Monitor: Sum of RH","RH5 Monitor: Sum of RH","RH6 Monitor: Sum of RH","RH7 Monitor: Sum of RH","RH8 Monitor: Sum of RH","RH9 Monitor: Sum of RH","T1 Monitor: Sum of Temperature (C)","T10 Monitor: Sum of Temperature (C)","T2 Monitor: Sum of Temperature (C)","T3 Monitor: Sum of Temperature (C)","T4 Monitor: Sum of Temperature (C)","T5 Monitor: Sum of Temperature (C)","T6 Monitor: Sum of Temperature (C)","T7 Monitor: Sum of Temperature (C)","T8 Monitor: Sum of Temperature (C)","T9 Monitor: Sum of Temperature (C)","velocity Monitor: Surface Average of Velocity: Magnitude (m/s)","wall Monitor: Surface Average of Temperature (C)"
3939600,43.3992502190656,25.9999999999999,43.9385517990497,43.2535778335815,43.6313281711793,43.3995924080386,43.6834887153042,43.4328386442788,42.9889621937596,44.199483691116,40.3589683558106,41.712224774453,23.6815533184851,24.1829145348061,24.0593996414426,23.8479558922386,23.8974523872737,23.9313748599305,24.0747896496345,23.7299625041906,24.3078216901221,24.4315289764249,1,25.9999999999999
3940200,43.3992513666726,25.9999999999999,43.5634928185503,43.4388927875002,43.436207450451,43.2817172255032,43.4781904618385,43.3283102623804,43.2417070953432,43.4827045824786,42.2239460189848,42.7424945433829,25.3989510210008,25.5061474209769,25.4990600519255,25.4526103053608,25.463115512367,25.5157048165643,25.5362579878826,25.4448458898685,25.6212662277283,25.6519412499115,1,25.9999999999999
3940800,43.3992498082734,25.9999999999999,43.5420810183944,43.6497652048449,43.6261267200471,43.4693314648648,43.4914820532224,43.3922352908889,43.4814948250881,43.3456961789683,42.9569319226752,43.2142030213558,25.8049950736956,25.7776488555995,25.7859684338833,25.8150732841367,25.8315599030396,25.8705750758276,25.8317610012615,25.8797287440908,25.9412511417223,25.9052632057157,1,25.9999999999999
3941400,43.3992508967804,25.9999999999999,43.4688587537872,43.5548274537617,43.5119444034938,43.5030824510542,43.455975087701,43.4017736009441,43.4347357829515,43.4201730969513,43.1868483572462,43.3391227260189,25.9367325197488,25.9069381729655,25.9239079697921,25.9188197243116,25.9432926924605,25.9643217053732,25.9507987470464,25.9542785342229,26.0209006181779,25.9773485760695,1,25.9999999999999
3942000,43.3992492936026,25.9999999999999,43.4359890926867,43.4700975735903,43.4484247738516,43.4548671925186,43.4392121241772,43.4191749311725,43.4052937362889,43.4202287872049,43.2919617803858,43.3678205441732,25.9763360643567,25.9640641665692,25.9725425390244,25.9677933519469,25.9755188004182,25.9832160347832,25.9884983327686,25.9819369404176,26.0254774852687,25.9995973473287,1,25.9999999999999
3942600,43.3992509272704,25.9999999999999,43.4213385403914,43.4355351312473,43.4277605497738,43.423550596888,43.4183240700492,43.4180098097705,43.4083297554944,43.4132962867366,43.3566633998931,43.3844182207349,25.9889914779723,25.9837489212362,25.9867355908152,25.9877952612451,25.9903068314871,25.9903950967366,25.9941191231368,25.9919337254687,26.0122955225585,26.002329525944,1,25.9999999999999
3943200,43.3992557971827,25.9999999999999,44.2519104525722,44.2412192259372,44.2581946081275,44.2923217415788,44.2917534521884,44.3302457073527,44.3168437269461,44.2761570860241,44.3648228605116,44.3895694032904,25.6699912275937,25.6741227612568,25.6674882954409,25.6543950029987,25.6548579910245,25.6402458514235,25.6453191829958,25.6605651083219,25.6267129433563,25.6174419019924,0.2,24.9999999999999
3943800,43.3992444036715,25.9999999999999,44.6850279419559,44.640747744122,44.535744427065,44.5899535631866,44.7480474636403,44.7745141920164,44.835834027625,44.6571247686328,44.568964460614,44.6423577803319,25.5063206017666,25.5230362366374,25.5628162670921,25.5423316962543,25.4826480511961,25.4726539317377,25.4496164263143,25.5169125106926,25.550189764095,25.5225940177646,0.2,24.9999999999999
3944400,43.3992553252891,25.9999999999999,44.8149892147338,44.6564936814718,44.5632608978806,44.7234146506255,44.8578644164754,44.8552800697791,44.9662925953085,44.8034650513423,44.5290465222511,44.6960277992435,25.4578091134007,25.517520012996,25.5528147141376,25.4923434983116,25.4417427510795,25.4426733483609,25.4010901559477,25.4621839451776,25.5657642101213,25.5026198461438,0.2,24.9999999999999
3945000,43.3992514240581,25.9999999999999,44.8829854340718,44.6964932882484,44.4839450782333,44.6990044009073,44.9619710604139,44.9747536096127,45.1059184917907,44.822838923656,44.4383528243455,44.6282562525322,25.4325293862418,25.5026653118026,25.5830628487641,25.5017563227111,25.4029501484795,25.3981455594084,25.3491513797604,25.4551571500456,25.6003263435783,25.528443990128,0.2,24.9999999999999
3945600,43.3992526218839,25.9999999999999,44.9156524577514,44.6916210399783,44.3660373102278,44.6221924483713,45.0279445292162,45.0306114108246,45.2013225739413,44.7704054504311,44.4608244746243,44.5544192550374,25.4204335707061,25.5046547819279,25.6279197005657,25.5308734945603,25.3784307394071,25.3774131129239,25.3137731536181,25.4750186314048,25.5919018338979,25.5565018744899,0.2,24.9999999999999
3946200,43.3992530914145,25.9999999999999,44.8634063874616,44.6625185265585,44.2515250775945,44.5749007067571,45.0305177308312,44.9917811754908,45.1797410188256,44.7429910335655,44.5777403419186,44.5074253427695,25.4401327503153,25.5157296840163,25.6715686027361,25.5488280622187,25.3775695156381,25.3920369918505,25.3219146566064,25.4854272976478,25.5477242386132,25.5743659840236,0.2,24.9999999999999
3946800,43.2953854848511,22,44.5909792320288,44.3396208686371,43.7998595935252,44.1129912050223,44.9507527833247,45.0002345649628,45.0480016124827,44.3130111756309,44.8645646696651,44.4201024405647,24.3689535552026,24.3882723686863,23.9448363944902,24.3282087946082,24.6343599506997,24.5073031728403,24.5387136438824,24.4460390498107,24.1970605978576,24.231872213302,0.2,24.3
3947400,43.2953857980695,22,43.8782223105306,43.7415659283654,43.8768170059839,43.7605740606287,44.1497743786595,44.0942559915007,44.178277335607,43.7167931307848,43.9714261832402,43.9473701324429,23.6134120794096,23.4713046499936,23.227367494629,23.5517209770176,24.0819528241474,23.834795286427,24.0002601504236,23.7419326090492,23.7228318702535,23.6269854773834,0.2,24.3
3948000,43.2953859961703,22,43.179915786945,43.2295252702413,43.4309387554896,43.2626592694811,43.160999715686,43.0152176805176,43.0704550529715,43.0802024769341,43.096996145205,43.1826667821223,23.1819223723753,22.9217487049419,23.0331128135206,23.2074881741874,23.726654239869,23.3519364205267,23.7229146813563,23.4233799399047,23.4743365712304,23.4224054605788,0.2,24.3
3948600,43.2953860750365,22,42.7324666156265,42.944111427084,42.9126719640361,42.7950005470653,42.3610739367648,42.474973734312,42.2173200427713,42.5361244265353,42.4564518783409,42.3276132043252,22.9897418363441,22.7216908849359,23.0337317324159,23.0246075483006,23.4345777388487,23.0825768118087,23.515538961063,23.2036774904835,23.3749972688561,23.3131165373911,0.2,24.3
3949200,43.2953861481199,22,42.4381867142736,42.5570330530047,42.3037830547071,42.4238112168922,41.9627576450615,42.1577787084244,41.7385111345858,42.1463298435755,41.8323745663543,41.6592716551896,22.9452490394096,22.7364301583681,23.0171881176413,22.8996958890365,23.1949024646876,23.0232163474027,23.3220742604671,23.0407439663997,23.2732363299206,23.2154784297824,0.2,24.3
3949800,43.29538626952,22,42.0240088722802,42.2845415492004,42.0057317661305,42.1662658236145,41.7705603033314,41.5623102453045,41.4298088082032,41.9420705363449,41.5034688628231,41.2576389481405,22.9600534929196,22.7420047813251,22.9292394492429,22.8106599850414,23.0450703165911,23.1273498365587,23.2028507504796,22.9088853364064,23.1626709116612,23.1850007104467,0.2,24.3
3950400,43.2953863472106,22,42.0854632320132,42.3455767450551,42.0262792818544,42.1523578322277,42.0057718047473,41.5758924667042,41.5935384000436,42.0659960346582,41.6297876400355,41.2272969521754,22.793118550901,22.6307585463867,22.7952564143038,22.7050223089237,22.7959752907103,22.9885636570904,22.9795199992791,22.720968148115,22.9671194743164,23.1133550461747,0.2,23.5999999999999
3951000,43.2953864246864,22,42.1658004236097,42.3764450393247,42.0818594566419,42.134097867185,42.0041135093142,41.7045365343718,41.595112420491,42.1036061611456,41.6491229204741,41.1036014343723,22.6461859917439,22.5414753958661,22.676286224729,22.6376025120622,22.6850937653665,22.8331534884417,22.8691868273614,22.6286787743824,22.8674735523518,23.1066124577295,0.2,23.5999999999999
3951600,43.2953864218493,22,42.2270499453336,42.3684451258339,42.242516291737,42.200104875647,42.0158372312334,41.7483759648765,41.5626563588088,42.1541825127155,41.5806132042451,40.9688729154816,22.5445487236181,22.4796903273449,22.5390419635707,22.550871253406,22.6089007512072,22.7444991894288,22.8048430282289,22.5554517493686,22.8286611599285,23.1071431022098,0.2,23.5999999999999
3952200,43.295386371997,22,42.2793393412532,42.3006710847503,42.354324635947,42.3108282853208,42.0746897194724,41.6931291744076,41.5813203380464,42.2466416288711,41.5339644073866,40.9433399813367,22.4744120407478,22.4654354621921,22.4408911222516,22.4638355799335,22.5427589297561,22.7143888147849,22.7470982656596,22.4805050868105,22.7939830274633,23.0595393064574,0.2,23.5999999999999
3952800,43.2953863301529,22,42.3193919020245,42.2622645615849,42.3852824627353,42.3668902603559,42.0601207746353,41.6450352513274,41.6492770417436,42.3411247906197,41.4601567444989,40.8991466237888,22.4294514855443,22.4539073386322,22.3984977399854,22.408820552298,22.5243622633546,22.6998542885416,22.6907394318947,22.4178424334315,22.7865972783779,23.0315981790046,0.2,23.5999999999999
3953400,43.2953862330406,22,42.3357464619447,42.2640199116784,42.437412415849,42.3560617147941,41.9428357794124,41.5394549183439,41.6607277954776,42.3516172057192,41.3438856920622,40.5617296977058,22.4043620452223,22.4355371032736,22.3586641277743,22.3933970441895,22.5542718299849,22.7207341552565,22.6677742216,22.3964573373772,22.8093145737825,23.1347276734087,0.2,23.5999999999999
3954000,47.2321604100492,15,42.6626486040528,43.3827086321596,43.7996519354842,43.0198895918685,41.7707531958285,41.7098914722588,41.3905818577529,42.8197170042444,41.4053052636151,40.631768546455,20.8483410364282,20.7664659664762,19.5594177242075,20.2001054806138,20.9739322217886,21.2602393514512,21.2547653767054,20.3490277828909,21.9832770668893,21.9633549630282,0.2,23.7
3954600,47.2321603898801,15,43.0577836886369,43.0011944254207,44.3281782631089,43.5782208605078,41.0295976259143,41.2112675778322,40.8418837214188,43.5574150251622,40.4972299352018,39.9577744500643,19.2457996827577,19.361703821006,18.1866875196498,18.8859222809592,19.8706133807759,20.0321287025951,20.0482445196346,18.8216459099905,21.299090657923,20.8212327515407,0.2,23.7
3955200,47.2321603720865,15,43.274502622393,42.4215969228329,43.3589117998333,42.7935310328719,39.7469443866448,40.2462400874036,39.9076465177072,43.7174618497066,38.8089160553191,38.9619044049233,18.1370998614371,18.4293879203184,17.8494613833522,18.3714740809313,19.4545588101905,19.386032324717,19.4372132738568,17.9202304354224,20.9268479006512,20.1960386828391,0.2,23.7
3955800,47.2321603749972,15,43.0837670287417,41.5926420100708,42.4237990919086,41.8450449366036,38.5302819215334,39.3286482128949,39.0500530278967,43.3808665122886,37.6967380395376,38.6064225360612,17.556240161319,17.9879736740157,17.7445776599813,18.1743581265082,19.3228872149174,19.0952803512189,19.1319599067133,17.4920503289991,20.4851676816097,19.5343467639673,0.2,23.7
3956400,47.2321604083404,15,42.6007372227222,41.5394948560548,41.18686642712,41.099186210802,37.6187438607815,38.7707059230722,38.7238193884455,42.8550385718626,37.1085213084191,39.2389690899684,17.3370849491516,17.6033958640756,17.9146562069934,18.046667651493,19.3069080694542,18.8970427584716,18.8535028068793,17.2964510380551,20.0560818793836,18.6946433163742,0.2,23.7
3957000,47.2321604838949,15,42.0748378178216,41.6679103295854,39.6657126110342,40.4765581708258,37.1161810407433,38.3219403148884,38.3031333018059,42.0821120526627,37.0709922407236,39.8529523601176,17.3065948497155,17.3306260732894,18.3009944433209,17.987598062874,19.2959089076896,18.824082673182,18.7945101806584,17.3243901699227,19.6166953050354,18.1175689905315,0.2,23.7
3957600,47.2321605100849,15,41.440961357457,41.5026102767094,38.7490539049173,39.7817686497966,36.6078892056782,37.5480281932179,37.5735400228791,41.086684383819,37.4420811293518,39.7399224330828,17.3997272325731,17.2706360745265,18.5044394147064,18.0681525680707,19.3673633835055,18.9868637855818,18.9535151944686,17.5309569075526,19.1777226926725,17.9921599351256,0.2,23.8999999999999
3958200,47.2321604796353,15,41.0436183445581,41.4421449100109,38.6223944317731,39.5758030592383,35.9453320361373,36.6031016481539,36.8701205962781,40.6051942164707,36.7038635053797,39.0673911623809,17.4428093115174,17.2212367713795,18.4268288687522,18.0224968138264,19.546932972727,19.2801653057028,19.1438680405586,17.5979754086557,19.3233938301712,18.1774636823419,0.2,23.8999999999999
3958800,47.2321604547228,15,41.0085149114939,41.3007294922306,39.4749516499485,39.8911907932842,35.7682637863164,35.955640851104,36.3427288774195,40.4407256188145,35.3254423088037,38.1140138770072,17.3711115617074,17.2335287543817,17.9728340924428,17.8074189679169,19.542042069403,19.4778622815326,19.2930246089178,17.580838263793,19.8253596369934,18.5253279028478,0.2,23.8999999999999
3959400,47.2321604184072,15,41.203026584806,40.7237268275115,40.7083444722847,40.4916319177685,36.1748235494829,35.8195040142016,36.0997571352306,40.6917551533804,34.8172102202663,36.9342727805429,17.2375100012671,17.4248927410038,17.4179643384377,17.50779497649,19.3069868536945,19.4754425081807,19.3451314725306,17.4276892327396,19.9757441461001,18.992323954316,0.2,23.8999999999999
3960000,47.2321604097856,15,41.3133647790794,40.713074764702,40.866560557904,40.8718100280421,36.4166242872363,36.0826679749604,36.2549191135943,41.1714868359154,35.3350414870063,36.1166825270518,17.1590611366975,17.3932855155205,17.3267183581677,17.3252122318662,19.1662143425102,19.3185964194855,19.2395400754997,17.2088034952848,19.6810794584131,19.3146741425145,0.2,23.8999999999999
3960600,47.2321604327442,15,41.2754680983117,41.3527234298245,39.8507605289347,40.716543189003,36.3527980985677,36.6067297980306,36.7714116340605,41.3404445606813,35.6265079130238,36.4954874887578,17.1511677428583,17.112526383996,17.7091929846056,17.3671551943187,19.1720092057241,19.0630477840343,18.9889247297081,17.124968782985,19.5155055249931,19.1160110929849,0.2,23.8999999999999
3961200,46.4107806273695,25,43.7641237983317,43.313830443807,40.2523925568367,42.124674770831,39.7947187397602,39.2453082203803,40.8179666726232,43.3807434434326,37.7701213008087,40.6526369472169,19.6510825703746,21.5041275581219,20.7840423054773,20.2345721578188,21.4190244748009,21.1895712380849,20.8945402271821,20.0827154846139,20.6024013094016,21.3094114105113,0.2,24.1999999999999
